"""state""","""age""","""airbag""","""injury""","""restraint""","""sex""","""inimpact""","""modelyr""","""airbagAvail""","""airbagDeploy""","""Restraint""","""D_injury""","""D_airbagAvail""","""D_airbagDeploy""","""D_Restraint""","""year"""
26,47,20,0,3,1,9,1995,1,0,1,0,1,0,1,1998
26,44,30,1,3,2,12,1990,0,0,1,1,0,0,1,1998
26,87,30,4,3,1,12,1987,0,0,1,0,0,0,1,1998
26,20,30,4,3,2,12,1992,0,0,1,2,1,1,1,1998
26,24,30,4,3,1,12,1983,0,0,1,3,0,0,0,1998
26,20,30,2,99,1,12,1990,0,0,2,3,0,0,2,1998
26,27,1,4,99,1,9,1997,1,1,2,4,1,1,1,1998
26,72,30,4,0,2,6,1995,0,0,0,3,1,0,1,1998
26,47,20,0,3,2,9,1998,1,0,1,0,1,0,1,1998
26,20,20,0,3,2,9,1997,1,0,1,0,1,0,1,1998
26,18,30,0,3,1,12,1988,0,0,1,0,0,0,1,1998
26,34,30,3,3,1,9,1978,0,0,1,4,0,0,0,1998
26,18,30,3,0,1,12,1993,0,0,0,3,0,0,1,1998
26,73,30,4,99,1,12,1993,0,0,2,4,0,0,1,1998
26,94,30,4,0,2,12,1991,0,0,0,4,0,0,0,1998
26,22,30,0,3,1,3,1990,0,0,1,1,0,0,1,1998
26,50,1,4,3,1,12,1995,1,1,1,3,1,1,1,1998
26,58,1,4,3,2,12,1990,1,1,1,4,1,1,1,1998
26,80,20,4,3,1,3,1998,1,0,1,3,1,0,1,1998
26,79,1,4,3,2,9,1995,1,1,1,0,1,0,1,1998
26,14,99,0,3,2,3,1993,2,2,1,0,1,0,1,1998
26,63,30,3,3,2,12,1988,0,0,1,4,0,0,1,1998
26,45,30,2,3,2,12,1984,0,0,1,2,0,0,1,1998
26,3,30,0,4,2,12,1993,0,0,1,0,0,0,1,1998
26,80,20,4,3,2,3,1996,1,0,1,1,1,0,1,1998
26,18,1,2,0,1,6,1995,1,1,0,3,1,1,0,1998
26,40,1,1,3,1,12,1996,1,1,1,4,1,1,1,1998
26,67,20,0,3,2,6,1995,1,0,1,0,1,0,1,1998
26,25,30,3,0,2,3,1989,0,0,0,3,0,0,0,1998
26,39,30,3,99,1,12,1983,0,0,2,4,0,0,2,1998
26,999,30,3,99,2,12,1990,0,0,2,4,0,0,0,1998
26,20,30,3,3,1,12,1994,0,0,1,4,1,1,0,1998
26,19,30,3,0,2,12,1990,0,0,0,4,0,0,1,1998
26,22,30,3,0,1,9,1997,0,0,0,4,1,0,0,1998
26,82,1,3,3,2,12,1995,1,1,1,3,1,1,1,1998
26,27,30,3,0,2,12,1989,0,0,0,3,0,0,0,1998
26,26,30,1,0,1,0,1987,0,0,0,4,0,0,0,1998
26,60,30,0,3,2,9,1989,0,0,1,0,0,0,1,1998
26,15,30,4,2,1,12,1979,0,0,1,4,0,0,1,1998
26,15,30,3,3,1,9,1985,0,0,1,4,0,0,1,1998
26,19,30,1,99,1,3,1975,0,0,2,0,0,0,2,1998
26,46,20,4,0,1,3,1993,1,0,0,3,1,0,1,1998
26,26,30,4,0,1,0,1987,0,0,0,3,0,0,0,1998
26,17,30,2,3,1,12,1989,0,0,1,2,0,0,1,1998
26,15,30,2,2,2,12,1990,0,0,1,3,0,0,0,1998
26,79,30,4,3,2,9,1993,0,0,1,4,0,0,1,1998
26,20,30,0,3,1,12,1988,0,0,1,4,0,0,0,1998
26,0,30,0,4,2,12,1984,0,0,1,2,0,0,1,1998
26,36,30,3,0,2,6,1979,0,0,0,3,0,0,0,1998
26,54,29,1,99,1,12,1995,1,2,2,0,1,2,2,1998
26,33,30,4,99,2,6,1991,0,0,2,1,1,1,2,1998
26,51,30,4,3,2,3,1992,0,0,1,0,1,1,1,1998
26,23,30,0,3,2,12,1986,0,0,1,0,0,0,1,1998
26,16,1,4,3,2,3,1995,1,1,1,3,1,1,0,1998
26,27,30,3,0,2,12,1987,0,0,0,4,0,0,0,1998
26,27,30,3,0,1,12,1981,0,0,0,4,0,0,0,1998
26,72,30,3,0,2,12,1987,0,0,0,3,0,0,0,1998
26,48,20,4,3,2,9,1997,1,0,1,4,1,0,0,1998
26,27,30,4,3,1,12,1994,0,0,1,4,1,1,1,1998
26,22,30,3,0,1,12,1994,0,0,0,4,0,0,0,1998
26,60,20,2,3,2,0,1998,1,0,1,4,1,0,1,1998
26,57,30,0,3,1,12,1997,0,0,1,0,1,0,1,1998
26,18,30,4,3,2,12,1993,0,0,1,4,0,0,1,1998
26,24,30,4,0,1,9,1991,0,0,0,4,1,1,0,1998
26,27,20,3,3,2,12,1994,1,0,1,1,1,0,1,1998
26,77,20,1,3,2,9,1997,1,0,1,4,1,0,1,1998
26,7,30,2,3,2,6,1993,0,0,1,1,1,0,1,1998
26,51,30,1,2,2,9,1993,0,0,1,4,1,0,1,1998
26,27,29,0,99,1,3,1998,1,2,2,0,1,0,2,1998
26,15,1,4,0,1,14,1996,1,1,0,3,1,1,0,1998
26,17,30,4,3,1,3,1991,0,0,1,3,0,0,1,1998
26,52,30,1,3,2,6,1993,0,0,1,1,0,0,1,1998
26,82,30,4,3,2,12,1990,0,0,1,3,0,0,1,1998
26,52,30,0,3,1,9,1993,0,0,1,0,1,2,1,1998
26,29,30,4,99,1,3,1991,0,0,2,4,0,0,2,1998
26,25,30,0,3,1,12,1979,0,0,1,1,0,0,1,1998
26,17,20,4,0,1,3,1993,1,0,0,3,1,0,2,1998
26,39,1,2,99,1,12,1997,1,1,2,3,1,1,2,1998
26,18,30,4,0,2,12,1994,0,0,0,2,1,1,1,1998
26,12,1,2,3,1,9,1998,1,1,1,4,1,1,0,1998
26,17,30,3,0,1,9,1989,0,0,0,4,0,0,0,1998
26,19,1,4,3,1,12,1997,1,1,1,4,1,1,1,1998
26,44,30,4,0,1,6,1992,0,0,0,3,0,0,1,1998
26,51,30,1,3,2,6,1991,0,0,1,0,0,0,1,1998
26,22,1,4,0,1,9,1995,1,1,0,4,0,0,0,1998
26,15,30,0,3,1,12,1991,0,0,1,0,1,0,1,1998
26,21,30,0,3,1,9,1991,0,0,1,0,0,0,1,1998
26,16,20,3,3,1,9,1992,1,0,1,4,1,0,1,1998
26,72,30,4,1,2,3,1987,0,0,1,3,0,0,1,1998
26,21,30,3,3,2,12,1992,0,0,1,4,0,0,1,1998
26,91,30,4,3,2,3,1992,0,0,1,3,0,0,1,1998
26,13,30,0,3,1,12,1990,0,0,1,0,0,0,1,1998
26,16,30,3,3,1,6,1989,0,0,1,2,0,0,1,1998
26,10,30,1,3,2,9,1993,0,0,1,1,0,0,1,1998
26,23,20,4,0,1,3,1997,1,0,0,0,1,0,1,1998
26,49,99,4,99,2,6,1990,2,2,2,4,2,2,2,1998
26,71,1,3,3,2,0,1997,1,1,1,4,1,1,1,1998
26,21,30,2,3,1,12,1990,0,0,1,2,0,0,1,1998
26,18,30,4,1,2,12,1990,0,0,1,3,0,0,1,1998
26,82,30,1,3,2,12,1992,0,0,1,0,1,1,1,1998
26,25,1,3,3,2,9,1998,1,1,1,4,1,1,1,1998
26,38,30,4,0,2,0,1990,0,0,0,1,0,0,0,1998
26,15,30,2,3,1,9,1987,0,0,1,4,0,0,0,1998
26,89,30,4,3,2,12,1995,0,0,1,1,1,1,1,1998
26,15,30,1,0,1,0,1992,0,0,0,4,1,0,0,1998
26,22,30,4,0,1,12,1995,0,0,0,2,1,1,0,1998
26,11,30,3,3,2,12,1992,0,0,1,3,1,1,1,1998
26,87,1,4,3,2,9,1997,1,1,1,4,1,1,1,1998
26,4,30,4,3,2,12,1982,0,0,1,3,0,0,1,1998
26,16,30,4,3,2,3,1994,0,0,1,3,1,1,1,1998
26,16,20,4,0,2,12,1995,1,0,0,3,1,0,0,1998
26,16,99,3,3,2,0,1996,2,2,1,2,2,2,1,1998
26,16,20,3,0,2,9,1990,1,0,0,4,1,0,0,1998
26,90,30,4,1,2,3,1990,0,0,1,2,0,0,1,1998
26,42,99,4,0,2,9,1996,2,2,0,4,2,2,0,1998
26,83,1,4,3,2,12,1997,1,1,1,3,1,1,1,1998
26,26,1,4,3,2,9,1998,1,1,1,4,1,1,1,1998
26,60,1,1,3,2,12,1998,1,1,1,1,1,1,1,1998
26,48,99,0,3,2,12,1995,2,2,1,0,1,0,1,1998
26,37,20,0,3,1,12,1998,1,0,1,2,1,0,1,1998
26,20,30,2,0,1,12,1989,0,0,0,4,0,0,0,1998
26,72,30,2,3,2,12,1987,0,0,1,0,0,0,1,1998
26,13,1,4,3,2,12,1995,1,1,1,4,1,1,0,1998
26,10,1,3,3,1,12,1999,1,1,1,3,1,1,1,1998
26,39,20,3,0,1,9,1998,1,0,0,4,1,0,0,1998
26,15,30,0,3,2,12,1991,0,0,1,0,0,0,1,1998
26,17,20,4,0,1,0,1998,1,0,0,1,1,0,0,1998
26,28,20,0,0,2,6,1998,1,0,0,0,1,0,1,1998
26,47,20,0,0,1,6,1998,1,0,0,0,1,0,1,1998
26,56,29,4,3,2,3,1997,1,2,1,4,1,1,1,1998
26,29,1,3,3,2,12,1998,1,1,1,3,1,1,2,1998
26,22,1,2,0,1,6,1997,1,1,0,3,1,1,2,1998
26,24,30,0,3,1,12,1991,0,0,1,4,0,0,0,1998
26,20,30,3,0,2,3,1982,0,0,0,3,0,0,0,1998
26,17,99,2,0,1,3,1995,2,2,0,4,1,0,0,1998
26,56,30,3,0,2,12,1991,0,0,0,4,0,0,0,1998
26,35,1,3,3,1,12,1998,1,1,1,3,1,1,2,1998
26,30,30,2,0,1,12,1978,0,0,0,4,0,0,2,1998
26,14,1,3,0,1,12,1996,1,1,0,3,1,1,2,1998
26,16,30,1,3,1,99,1987,0,0,1,1,0,0,1,1998
26,13,30,0,99,2,12,1988,0,0,2,0,0,0,2,1998
26,58,20,1,3,2,9,1992,1,0,1,4,1,0,1,1998
26,74,30,3,3,1,3,1991,0,0,1,1,1,0,1,1998
26,67,30,4,3,2,12,1988,0,0,1,4,0,0,1,1998
26,32,30,4,0,2,12,1988,0,0,0,2,0,0,2,1998
26,18,30,4,0,2,3,1987,0,0,0,2,0,0,1,1998
26,57,1,2,3,2,12,1994,1,1,1,2,1,1,1,1998
26,72,30,4,3,2,12,1995,0,0,1,4,1,1,1,1998
26,51,30,3,3,2,12,1991,0,0,1,3,0,0,1,1998
26,41,1,4,0,1,9,1996,1,1,0,3,1,1,0,1998
26,44,20,0,3,2,6,1997,1,0,1,0,1,0,0,1998
26,18,1,4,3,1,9,1998,1,1,1,4,1,1,0,1998
26,21,30,4,3,2,12,1993,0,0,1,3,0,0,1,1998
26,80,30,4,3,1,3,1985,0,0,1,3,0,0,1,1998
26,26,30,2,3,2,12,1984,0,0,1,2,0,0,1,1998
26,87,20,4,3,2,3,1996,1,0,1,1,1,0,1,1998
26,15,30,0,3,2,12,1988,0,0,1,0,0,0,1,1998
26,18,30,3,0,2,12,1986,0,0,0,4,0,0,0,1998
26,23,30,4,0,1,9,1964,0,0,0,4,0,0,0,1998
26,50,30,4,0,1,3,1976,0,0,0,3,0,0,0,1998
26,56,20,4,0,1,99,1999,1,0,0,2,1,0,1,1998
26,15,30,3,0,2,12,1991,0,0,0,3,0,0,0,1998
26,18,30,4,0,2,12,1994,0,0,0,3,1,1,0,1998
26,24,20,3,3,1,9,1995,1,0,1,4,1,0,1,1998
26,16,30,0,3,1,3,1989,0,0,1,0,0,0,1,1998
26,33,30,3,99,1,12,1994,0,0,2,4,1,1,2,1998
26,18,30,4,0,1,3,1982,0,0,0,3,0,0,0,1998
26,17,29,3,0,1,9,1998,1,2,0,1,1,0,0,1998
26,20,30,4,0,2,9,1988,0,0,0,3,0,0,0,1998
26,77,30,4,3,2,3,1984,0,0,1,4,0,0,1,1998
26,60,30,4,0,1,12,1984,0,0,0,4,0,0,1,1998
26,23,30,0,3,1,9,1988,0,0,1,1,0,0,1,1998
26,17,30,0,3,2,12,1985,0,0,1,0,0,0,1,1998
26,27,1,4,0,1,9,1995,1,1,0,4,1,1,0,1998
26,81,30,4,0,2,6,1989,0,0,0,3,1,0,1,1998
26,22,30,2,3,2,0,1987,0,0,1,4,0,0,0,1998
26,22,30,1,0,2,12,1985,0,0,0,2,0,0,0,1998
26,66,30,3,3,2,9,1995,0,0,1,4,1,1,1,1998
26,9,30,4,0,1,12,1987,0,0,0,2,0,0,1,1998
26,65,1,2,3,2,9,1998,1,1,1,2,1,1,1,1998
26,18,30,4,1,2,3,1989,0,0,1,2,0,0,1,1998
26,42,1,4,0,2,12,1997,1,1,0,3,1,1,0,1998
26,16,30,2,3,1,0,1987,0,0,1,1,0,0,1,1998
26,65,30,3,3,2,6,1988,0,0,1,0,0,0,1,1998
26,17,30,2,0,1,6,1989,0,0,0,0,0,0,1,1998
26,64,30,4,0,2,12,1995,0,0,0,2,1,1,1,1998
26,55,1,4,0,1,9,1997,1,1,0,4,1,1,1,1998
26,45,30,4,0,1,3,1992,0,0,0,4,1,1,0,1998
26,13,30,4,0,1,6,1988,0,0,0,4,0,0,1,1998
26,16,30,4,3,1,12,1991,0,0,1,3,0,0,1,1998
26,40,20,1,3,2,6,1993,1,0,1,1,1,0,1,1998
26,12,30,0,3,1,12,1994,0,0,1,0,0,0,1,1998
26,48,30,4,3,1,12,1993,0,0,1,3,1,1,1,1998
26,59,20,4,0,2,6,1991,1,0,0,4,1,0,0,1998
26,18,30,3,0,2,12,1987,0,0,0,2,0,0,0,1998
26,33,1,3,3,2,6,1995,1,1,1,3,1,1,2,1998
26,22,20,4,0,1,99,1998,1,0,0,3,1,0,0,1998
26,56,30,4,3,1,3,1992,0,0,1,2,0,0,1,1998
26,20,30,4,0,1,12,1992,0,0,0,3,0,0,1,1998
26,65,30,3,3,2,12,1985,0,0,1,0,0,0,1,1998
26,6,30,2,3,1,9,1978,0,0,1,3,0,0,0,1998
26,18,30,4,3,1,3,1985,0,0,1,3,0,0,1,1998
26,42,1,3,3,2,12,1995,1,1,1,3,1,1,1,1998
26,62,30,0,3,1,9,1993,0,0,1,0,0,0,1,1998
26,42,30,4,0,1,12,1984,0,0,0,3,0,0,1,1998
26,53,1,4,3,1,3,1996,1,1,1,4,1,1,1,1998
26,22,30,4,0,1,3,1983,0,0,0,1,0,0,0,1998
26,13,30,4,99,1,3,1989,0,0,2,3,0,0,1,1998
26,53,30,4,3,2,12,1989,0,0,1,2,0,0,1,1998
26,49,1,4,0,1,3,1998,1,1,0,0,1,1,1,1998
26,14,30,3,99,1,12,1991,0,0,2,4,0,0,2,1998
26,16,30,4,0,1,3,1984,0,0,0,3,0,0,1,1998
26,46,30,3,0,1,9,1990,0,0,0,3,0,0,0,1998
26,26,20,0,3,2,12,1995,1,0,1,0,1,0,1,1998
26,18,30,3,0,1,9,1985,0,0,0,4,0,0,0,1998
26,17,30,3,3,1,12,1988,0,0,1,3,0,0,1,1998
26,73,30,3,0,2,12,1983,0,0,0,4,0,0,0,1998
26,8,30,4,3,1,3,1983,0,0,1,1,0,0,2,1998
26,20,30,4,0,2,12,1991,0,0,0,2,0,0,0,1998
26,46,30,4,3,2,12,1989,0,0,1,1,0,0,1,1998
26,33,1,3,0,2,14,1996,1,1,0,4,1,1,0,1998
26,46,20,4,3,2,12,1997,1,0,1,2,1,0,1,1998
26,66,30,2,0,1,12,1975,0,0,0,4,0,0,0,1998
26,19,30,2,99,1,6,1992,0,0,2,0,0,0,2,1998
26,50,1,4,0,2,3,1996,1,1,0,3,1,1,1,1998
26,86,30,4,99,2,12,1991,0,0,2,3,0,0,1,1998
26,73,30,1,3,2,12,1986,0,0,1,4,0,0,1,1998
26,20,30,3,1,1,9,1991,0,0,1,4,0,0,1,1998
26,15,30,3,3,2,12,1985,0,0,1,3,0,0,1,1998
26,22,30,3,3,2,9,1992,0,0,1,3,0,0,1,1998
26,19,30,4,99,1,99,1992,0,0,2,3,0,0,2,1998
26,19,30,4,3,1,12,1990,0,0,1,3,0,0,1,1998
26,15,30,3,99,2,3,1986,0,0,2,4,0,0,2,1998
26,9,1,3,0,2,6,1996,1,1,0,4,1,1,0,1998
26,68,30,3,0,2,9,1992,0,0,0,4,0,0,1,1998
26,23,30,3,0,2,9,1979,0,0,0,4,0,0,0,1998
26,71,30,1,3,2,12,1994,0,0,1,0,1,1,1,1998
26,75,30,4,0,1,12,1986,0,0,0,3,0,0,0,1998
26,83,20,0,3,2,12,1998,1,0,1,0,1,0,1,1998
26,15,30,4,3,2,6,1988,0,0,1,4,0,0,1,1998
26,20,30,4,3,2,6,1985,0,0,1,3,0,0,2,1998
26,58,30,4,3,2,99,1994,0,0,1,2,1,0,1,1998
26,16,30,3,0,2,9,1987,0,0,0,4,0,0,0,1998
26,23,30,4,99,1,3,1993,0,0,2,3,0,0,2,1998
26,65,30,4,1,2,12,1993,0,0,1,4,0,0,1,1998
26,19,30,4,0,1,99,1987,0,0,0,4,0,0,0,1998
26,31,20,1,3,2,99,1990,1,0,1,4,0,0,1,1998
26,84,30,3,99,2,9,1989,0,0,2,3,0,0,1,1998
26,17,30,0,3,2,9,1991,0,0,1,0,0,0,1,1998
26,6,30,3,3,2,12,1990,0,0,1,4,1,1,1,1998
26,27,1,0,3,2,12,1995,1,1,1,0,1,1,1,1998
26,999,20,0,3,2,12,1997,1,0,1,0,1,0,0,1998
26,49,30,0,0,1,9,1989,0,0,0,4,0,0,0,1998
26,48,30,1,3,2,6,1993,0,0,1,1,0,0,1,1998
26,14,30,4,0,1,3,1989,0,0,0,2,0,0,0,1998
26,13,30,2,0,2,9,1984,0,0,0,4,0,0,1,1998
26,83,1,3,0,2,12,1992,1,1,0,4,1,1,0,1998
26,28,1,4,0,1,6,1995,1,1,0,4,1,1,0,1998
26,25,1,4,3,2,3,1997,1,1,1,3,1,1,1,1998
26,45,1,3,3,1,12,1998,1,1,1,2,1,1,1,1998
26,22,20,0,3,2,6,1994,1,0,1,4,1,0,1,1998
26,21,30,2,99,2,9,1988,0,0,2,0,0,0,2,1998
26,85,30,4,3,2,3,1990,0,0,1,3,0,0,1,1998
26,77,99,0,99,2,9,1996,2,2,2,0,1,0,1,1998
26,13,20,2,3,1,12,1996,1,0,1,2,1,0,1,1998
26,999,30,2,99,1,9,1989,0,0,2,4,0,0,0,1998
26,15,30,3,0,1,3,1987,0,0,0,3,0,0,0,1998
26,23,1,2,3,2,12,1998,1,1,1,2,1,1,1,1998
26,23,30,4,99,2,9,1990,0,0,2,4,0,0,1,1998
26,21,30,3,3,2,12,1991,0,0,1,3,1,2,1,1998
26,52,1,4,0,2,3,1998,1,1,0,4,1,1,0,1998
26,54,30,4,99,1,12,1988,0,0,2,3,0,0,0,1998
26,81,30,4,3,2,3,1994,0,0,1,0,1,0,1,1998
26,57,1,1,3,1,9,1997,1,1,1,4,1,1,0,1998
26,15,30,0,0,1,12,1982,0,0,0,1,0,0,1,1998
26,84,20,4,99,1,9,1998,1,0,2,2,1,0,1,1998
26,18,29,4,0,2,6,1996,1,2,0,4,1,1,0,1998
26,29,30,4,0,1,12,1989,0,0,0,2,0,0,0,1998
26,18,30,4,0,2,6,1991,0,0,0,3,1,0,0,1998
26,36,30,4,3,2,12,1992,0,0,1,3,1,1,1,1998
26,18,30,3,0,2,12,1971,0,0,0,4,0,0,0,1998
26,45,30,3,3,2,9,1993,0,0,1,4,1,1,1,1998
26,21,30,3,0,2,12,1986,0,0,0,3,0,0,0,1998
26,24,30,4,3,1,12,1994,0,0,1,2,0,0,1,1998
26,10,30,3,0,1,12,1990,0,0,0,4,0,0,0,1998
26,17,30,4,0,1,12,1992,0,0,0,3,0,0,1,1998
26,34,30,4,1,2,12,1989,0,0,1,3,0,0,1,1998
26,41,30,0,0,2,12,1992,0,0,0,0,0,0,0,1998
26,75,1,3,3,1,12,1992,1,1,1,3,1,1,1,1998
26,47,30,1,99,2,9,1988,0,0,2,4,0,0,2,1998
26,48,30,1,0,2,12,1991,0,0,0,1,0,0,1,1998
26,14,30,3,0,2,12,1988,0,0,0,4,0,0,0,1998
26,25,30,1,3,2,9,1993,0,0,1,4,1,1,0,1998
26,55,30,1,3,2,12,1993,0,0,1,1,1,1,1,1998
26,72,30,4,3,2,3,1977,0,0,1,1,0,0,1,1998
26,24,9,3,3,1,3,1999,1,1,1,0,1,1,1,1998
26,33,30,3,0,1,12,1981,0,0,0,4,0,0,0,1998
26,77,1,4,3,2,9,1996,1,1,1,2,1,1,1,1998
26,58,30,1,3,2,12,1994,0,0,1,0,1,1,1,1998
26,26,20,0,3,1,12,1996,1,0,1,0,1,0,1,1998
26,48,30,4,3,2,9,1992,0,0,1,4,0,0,1,1998
26,45,30,3,1,2,9,1993,0,0,1,4,0,0,1,1998
26,17,1,2,3,2,12,1995,1,1,1,2,1,1,1,1998
26,35,20,3,0,1,9,1998,1,0,0,4,1,0,0,1998
26,38,30,2,3,2,12,1994,0,0,1,3,0,0,1,1998
26,19,1,4,99,1,9,1997,1,1,2,3,1,1,2,1998
26,22,30,1,3,2,6,1993,0,0,1,1,0,0,1,1998
26,999,1,3,3,1,12,1995,1,1,1,0,1,1,1,1998
26,47,1,3,3,2,12,1999,1,1,1,0,1,1,1,1998
26,56,20,1,3,1,12,1993,1,0,1,1,1,0,1,1998
26,59,30,3,3,2,6,1990,0,0,1,3,0,0,1,1998
26,30,30,0,3,1,12,1992,0,0,1,1,0,0,1,1998
26,29,30,2,3,2,12,1985,0,0,1,0,0,0,1,1998
26,55,30,3,99,2,9,1990,0,0,2,4,0,0,2,1998
27,25,30,3,0,1,0,1987,0,0,0,4,0,0,0,1998
27,19,30,4,3,1,3,1991,0,0,1,4,0,0,1,1998
27,19,30,4,99,2,99,1990,0,0,2,2,0,0,2,1998
27,84,30,4,99,2,0,1998,0,0,2,3,0,0,2,1998
27,21,30,4,0,2,9,1984,0,0,0,4,0,0,0,1998
27,22,30,4,0,2,3,1984,0,0,0,3,0,0,1,1998
27,23,30,2,3,2,12,1986,0,0,1,1,0,0,1,1998
27,16,30,2,8,1,12,1986,0,0,1,2,0,0,1,1998
27,22,30,3,3,1,12,1993,0,0,1,4,0,0,1,1998
27,999,30,0,3,2,3,1984,0,0,1,0,0,0,1,1998
27,42,30,4,3,2,12,1988,0,0,1,3,0,0,0,1998
27,90,30,4,2,2,12,1989,0,0,1,2,0,0,1,1998
27,84,1,3,3,2,12,1997,1,1,1,3,1,1,1,1998
27,17,30,4,0,1,12,1986,0,0,0,3,0,0,0,1998
27,18,30,4,3,2,3,1991,0,0,1,3,0,0,1,1998
27,20,30,4,3,2,6,1993,0,0,1,2,0,0,1,1998
27,26,30,4,0,1,3,1976,0,0,0,1,0,0,0,1998
27,45,30,4,0,2,12,1993,0,0,0,2,0,0,1,1998
27,39,30,3,0,1,0,1994,0,0,0,4,0,0,1,1998
27,45,30,4,8,2,3,1994,0,0,1,2,0,0,0,1998
27,17,30,3,0,2,12,1981,0,0,0,4,0,0,0,1998
27,77,30,3,0,1,12,1994,0,0,0,4,0,0,1,1998
27,20,30,4,0,1,0,1988,0,0,0,4,0,0,0,1998
27,41,30,1,3,1,6,1996,0,0,1,1,0,0,1,1998
27,17,30,0,3,2,12,1990,0,0,1,0,0,0,1,1998
27,36,30,1,8,2,12,1993,0,0,1,1,1,1,1,1998
27,999,30,1,8,1,3,1995,0,0,1,1,0,0,1,1998
27,19,30,4,0,2,9,1986,0,0,0,2,0,0,1,1998
27,31,30,0,8,2,12,1994,0,0,1,2,0,0,1,1998
27,27,1,2,0,1,6,1997,1,1,0,4,1,1,0,1998
27,29,30,4,0,1,99,1980,0,0,0,3,0,0,0,1998
27,82,30,4,8,2,9,1993,0,0,1,4,0,0,1,1998
27,31,30,4,0,1,0,1989,0,0,0,3,0,0,0,1998
27,91,1,3,3,2,9,1995,1,1,1,4,1,1,1,1998
27,19,30,4,0,1,12,1979,0,0,0,4,0,0,0,1998
27,74,30,4,8,2,3,1996,0,0,1,0,0,0,1,1998
27,62,30,2,8,2,12,1994,0,0,1,1,0,0,1,1998
27,74,30,4,0,2,3,1994,0,0,0,3,0,0,1,1998
27,20,30,3,99,1,6,1997,0,0,2,3,0,0,2,1998
27,36,30,3,3,2,12,1996,0,0,1,3,1,1,0,1998
27,79,30,4,99,2,6,1991,0,0,2,3,1,1,0,1998
27,70,30,4,0,1,3,1991,0,0,0,2,0,0,0,1998
27,39,30,1,3,1,3,1988,0,0,1,2,0,0,0,1998
27,17,30,3,3,2,12,1989,0,0,1,4,0,0,0,1998
27,41,30,4,3,2,9,1996,0,0,1,4,0,0,1,1998
27,66,30,3,3,2,9,1993,0,0,1,4,0,0,1,1998
27,63,30,5,3,2,9,1994,0,0,1,4,1,1,1,1998
27,9,30,1,3,1,9,1997,0,0,1,4,0,0,1,1998
27,16,30,3,0,2,3,1989,0,0,0,4,0,0,0,1998
27,23,30,3,0,2,3,1990,0,0,0,2,0,0,0,1998
27,14,30,4,99,1,0,1990,0,0,2,3,0,0,2,1998
27,15,30,4,3,1,3,1992,0,0,1,2,1,1,1,1998
27,19,30,2,3,2,9,1986,0,0,1,2,0,0,1,1998
27,27,30,3,0,2,0,1995,0,0,0,4,0,0,0,1998
27,26,30,2,0,1,12,1994,0,0,0,3,0,0,0,1998
27,89,30,3,3,2,3,1993,0,0,1,4,0,0,1,1998
27,35,30,0,8,1,9,1983,0,0,1,0,0,0,1,1998
27,39,30,3,0,2,12,1985,0,0,0,3,0,0,0,1998
27,67,30,4,0,1,12,1987,0,0,0,4,0,0,0,1998
27,999,30,0,3,1,12,1995,0,0,1,0,0,0,1,1998
27,999,30,0,3,2,12,1990,0,0,1,2,0,0,1,1998
27,22,30,4,0,2,0,1986,0,0,0,4,0,0,0,1998
27,34,30,2,0,2,12,1984,0,0,0,2,0,0,0,1998
27,25,30,1,3,1,12,1984,0,0,1,2,0,0,0,1998
27,19,30,2,0,1,0,1985,0,0,0,3,0,0,0,1998
27,79,30,4,0,2,12,1991,0,0,0,3,0,0,1,1998
27,88,30,4,3,2,3,1989,0,0,1,0,0,0,1,1998
27,87,30,4,0,2,12,1992,0,0,0,3,0,0,0,1998
27,15,30,2,3,2,0,1985,0,0,1,2,0,0,1,1998
27,22,30,4,0,1,99,1994,0,0,0,3,0,0,1,1998
27,21,30,4,0,1,3,1988,0,0,0,2,0,0,0,1998
27,19,30,1,0,1,12,1993,0,0,0,1,1,1,1,1998
27,67,30,4,3,2,9,1993,0,0,1,4,0,0,1,1998
27,23,30,2,0,1,12,1986,0,0,0,0,0,0,0,1998
27,15,30,2,0,1,0,1981,0,0,0,4,0,0,0,1998
27,16,30,4,0,2,0,1987,0,0,0,3,0,0,0,1998
27,18,30,4,99,2,9,1991,0,0,2,4,0,0,2,1998
27,26,30,3,0,2,12,1985,0,0,0,4,0,0,0,1998
27,20,30,4,0,1,0,1994,0,0,0,3,0,0,0,1998
27,71,30,4,99,2,9,1987,0,0,2,0,0,0,2,1998
27,70,30,4,8,2,3,1985,0,0,1,3,0,0,1,1998
27,76,30,4,0,2,3,1991,0,0,0,1,0,0,1,1998
27,86,30,4,8,1,12,1996,0,0,1,3,1,1,1,1998
27,41,30,2,0,2,3,1995,0,0,0,4,0,0,0,1998
27,67,30,2,0,2,12,1991,0,0,0,2,0,0,0,1998
27,999,30,0,0,1,12,1988,0,0,0,0,0,0,0,1998
27,82,30,3,99,2,3,1994,0,0,2,4,0,0,1,1998
27,22,30,3,0,1,12,1985,0,0,0,4,0,0,1,1998
27,45,1,4,3,2,3,1995,1,1,1,1,1,1,1,1998
27,21,30,3,8,2,12,1991,0,0,1,3,0,0,1,1998
27,16,30,1,0,1,12,1971,0,0,0,1,0,0,0,1998
27,88,30,4,99,1,12,1992,0,0,2,3,0,0,2,1998
27,16,30,4,3,1,0,1995,0,0,1,3,0,0,1,1998
27,80,30,3,3,2,9,1997,0,0,1,4,0,0,1,1998
